佩妮,张,"('unknown', 0.9981489181518555)"
佩妮,达力,"('夫妻', 0.3885815739631653)"
弗农,张,"('unknown', 0.9965949654579163)"
哈利,张,"('unknown', 0.9974961876869202)"
哈利,弗农,"('合作', 0.8838768005371094)"
哈利,达力,"('兄弟姐妹', 0.3482527732849121)"
弗农,达力,"('亲戚', 0.6423588395118713)"
哈利,张,"('父母', 0.6022371053695679)"
哈利,弗农,"('unknown', 0.9564014077186584)"
霍格沃茨,海格,"('合作', 0.8953511714935303)"
鲁伯,海格,"('亲戚', 0.2877660393714905)"
鲁伯,霍格沃茨,"('合作', 0.774837076663971)"
弗农,达力,"('合作', 0.8746949434280396)"
海格,德,"('unknown', 0.3457116186618805)"
德思礼,海格,"('合作', 0.5419963002204895)"
哈利,海格,"('父母', 0.9912034273147583)"
弗农,海格,"('合作', 0.9644971489906311)"
哈利,海格,"('合作', 0.5438386797904968)"
哈利,波特,"('父母', 0.9542458057403564)"
邓布利多,霍格沃茨,"('师生', 0.850160539150238)"
阿不思,霍格沃茨,"('unknown', 0.6133013963699341)"
邓布利多,霍格沃茨魔法学校,"('师生', 0.9329792857170105)"
阿不思,霍格沃茨魔法学校,"('师生', 0.9086900949478149)"
阿不思,邓布利多,"('师生', 0.9904983639717102)"
波特,梅林,"('unknown', 0.5706619024276733)"
霍格沃茨,梅林,"('unknown', 0.999052107334137)"
霍格沃茨魔法学校,梅林,"('unknown', 0.9995124340057373)"
梅林爵士团,波特,"('上下级', 0.24856127798557281)"
霍格沃茨,波特,"('师生', 0.9178007245063782)"
霍格沃茨魔法学校,波特,"('师生', 0.5937202572822571)"
霍格沃茨,梅林爵士团,"('unknown', 0.9971132278442383)"
霍格沃茨魔法学校,梅林爵士团,"('unknown', 0.9985007047653198)"
米勒娃,麦格,"('unknown', 0.6194848418235779)"
哈利,麦格,"('unknown', 0.5829434990882874)"
哈利,米勒娃,"('夫妻', 0.4827352464199066)"
邓布利多,张,"('unknown', 0.9992115497589111)"
哈利,张,"('unknown', 0.9941233992576599)"
哈利,邓布利多,"('unknown', 0.3685432970523834)"
E,海格,"('父母', 0.5402526259422302)"
哈利,张,"('夫妻', 0.5586451888084412)"
麻瓜,海格,"('父母', 0.9782438278198242)"
哈利,佩妮,"('unknown', 0.9509416222572327)"
海格,德,"('unknown', 0.5401705503463745)"
德思礼,海格,"('师生', 0.42962560057640076)"
詹姆,莉莉,"('unknown', 0.8719202876091003)"
波特,莉莉,"('unknown', 0.8732161521911621)"
波特,詹姆,"('unknown', 0.9090551137924194)"
哈利,霍格沃茨,"('unknown', 0.8846793174743652)"
哈利,德,"('unknown', 0.9595269560813904)"
哈利,德思礼,"('夫妻', 0.9880549311637878)"
弗农,海格,"('合作', 0.6652435660362244)"
哈利,海格,"('父母', 0.7525871396064758)"
达力,海格,"('unknown', 0.6901586651802063)"
弗农,海格,"('合作', 0.9325243830680847)"
佩妮,海格,"('unknown', 0.9886930584907532)"
弗农,达力,"('合作', 0.9041604399681091)"
佩妮,达力,"('夫妻', 0.741171658039093)"
佩妮,弗农,"('unknown', 0.6598157286643982)"
哈利,海格,"('父母', 0.976100742816925)"
达力,海格,"('unknown', 0.9652565121650696)"
哈利,海格,"('unknown', 0.8883334398269653)"
哈利,达力,"('unknown', 0.8883334398269653)"
波特,海格,"('unknown', 0.6495652198791504)"
霍格沃茨,海格,"('合作', 0.8386797904968262)"
哈利,海格,"('unknown', 0.9717311263084412)"
霍格沃茨,波特,"('unknown', 0.941213846206665)"
哈利,波特,"('父母', 0.5665877461433411)"
哈利,霍格沃茨,"('unknown', 0.9974918365478516)"
詹姆,莉莉,"('unknown', 0.9457714557647705)"
海格,莉莉,"('unknown', 0.49634385108947754)"
波特,莉莉,"('父母', 0.4993381202220917)"
霍格沃茨,莉莉,"('unknown', 0.9985322952270508)"
海格,詹姆,"('unknown', 0.9968013763427734)"
波特,詹姆,"('unknown', 0.977743923664093)"
霍格沃茨,詹姆,"('unknown', 0.9989896416664124)"
波特,海格,"('unknown', 0.9754888415336609)"
霍格沃茨,海格,"('unknown', 0.9722927212715149)"
霍格沃茨,波特,"('unknown', 0.9981796741485596)"
邓布利多,海格,"('合作', 0.9876285791397095)"
阿不思,海格,"('合作', 0.9876285791397095)"
阿不思,邓布利多,"('unknown', 0.9995416402816772)"
弗农,达力,"('合作', 0.8279255032539368)"
佩妮,达力,"('unknown', 0.4437544047832489)"
佩妮,弗农,"('亲戚', 0.5135306715965271)"
哈利,海格,"('父母', 0.9448270201683044)"
哈利,海格,"('父母', 0.5117235779762268)"
邓布利多,霍格沃茨,"('合作', 0.4869377017021179)"
哈利,海格,"('合作', 0.7598109245300293)"
哈利,海格,"('unknown', 0.5655028223991394)"
霍格沃茨,海格,"('unknown', 0.9880018830299377)"
哈利,海格,"('unknown', 0.6798117756843567)"
哈利,霍格沃茨,"('unknown', 0.9984446167945862)"
《预言家日报》,海格,"('unknown', 0.9631818532943726)"
哈利,海格,"('父母', 0.9327954649925232)"
哈利,《预言家日报》,"('unknown', 0.9948899745941162)"
哈利,弗农,"('合作', 0.9195311069488525)"
哈利,魔法部,"('unknown', 0.8000220656394958)"
霍格沃茨,海格,"('合作', 0.6538307666778564)"
邓布利多,海格,"('合作', 0.7274155020713806)"
邓布利多,霍格沃茨,"('合作', 0.5531674027442932)"
康奈利,福吉,"('祖孙', 0.5919181108474731)"
麻瓜,魔法部,"('unknown', 0.9426584243774414)"
麻瓜,海格,"('父母', 0.5646909475326538)"
哈利,海格,"('父母', 0.9785370826721191)"
哈利,麻瓜,"('父母', 0.9720131754875183)"
海格,张,"('合作', 0.5961607098579407)"
哈利,霍格沃茨,"('unknown', 0.9267430901527405)"
哈利,霍格沃茨魔法学校,"('unknown', 0.9981867671012878)"
德,戈沙克,"('unknown', 0.9992907047271729)"
米兰达,戈沙克,"('unknown', 0.9977160692214966)"
米兰达,德,"('unknown', 0.9977160692214966)"
哈利,纽特,"('unknown', 0.999224066734314)"
哈利,海格,"('父母', 0.947676420211792)"
海格,德,"('unknown', 0.9994422793388367)"
哈利,德,"('unknown', 0.9955429434776306)"
德思礼,海格,"('夫妻', 0.60756915807724)"
哈利,海格,"('unknown', 0.9928562641143799)"
哈利,德思礼,"('夫妻', 0.9283137917518616)"
破釜酒吧,海格,"('合作', 0.7697892189025879)"
哈利,海格,"('父母', 0.9175690412521362)"
汤姆,霍格沃茨,"('合作', 0.5253480672836304)"
哈利,破釜酒吧,"('夫妻', 0.3739178776741028)"
哈利,波特,"('父母', 0.9564723968505859)"
哈利,破釜酒吧,"('兄弟姐妹', 0.36478209495544434)"
霍格沃茨,海格,"('师生', 0.3686692416667938)"
哈利,海格,"('unknown', 0.9539252519607544)"
哈利,霍格沃茨,"('unknown', 0.986708402633667)"
哈利,波特,"('unknown', 0.9730773568153381)"
哈利,海格,"('父母', 0.8676736354827881)"
哈利,海格,"('unknown', 0.8145751953125)"
哈利,海格,"('父母', 0.9894877672195435)"
哈利,海格,"('父母', 0.49354398250579834)"
哈利,张,"('父母', 0.6402426958084106)"
哈利,海格,"('父母', 0.9327618479728699)"
波特,海格,"('unknown', 0.8379668593406677)"
哈利,海格,"('unknown', 0.9932472705841064)"
哈利,波特,"('unknown', 0.9839249849319458)"
哈利,海格,"('父母', 0.9390538930892944)"
哈利,海格,"('父母', 0.9646167159080505)"
哈利,海格,"('父母', 0.9908457398414612)"
破釜酒吧,海格,"('unknown', 0.9110336899757385)"
哈利,海格,"('unknown', 0.7757309675216675)"
哈利,破釜酒吧,"('unknown', 0.9399030804634094)"
哈利,张,"('unknown', 0.9958664178848267)"
哈利,霍格沃茨,"('unknown', 0.8150922060012817)"
哈利,张,"('unknown', 0.9601843953132629)"
哈利,达力,"('父母', 0.738274097442627)"
哈利,海格,"('父母', 0.9920463562011719)"
哈利,海格,"('父母', 0.8290078639984131)"
赫奇帕奇,斯莱特林,"('父母', 0.5563341975212097)"
赫奇帕奇,斯莱特林,"('师生', 0.5266209840774536)"
斯莱特林,海格,"('合作', 0.8814568519592285)"
哈利,海格,"('unknown', 0.43332573771476746)"
哈利,海格,"('合作', 0.746985673904419)"
哈利,海格,"('父母', 0.7888076305389404)"
哈利,海格,"('父母', 0.669145405292511)"
海格,德,"('师生', 0.7069343328475952)"
德思礼,海格,"('师生', 0.4801298677921295)"
哈利,海格,"('父母', 0.9211573600769043)"
哈利,波特,"('父母', 0.9437955617904663)"
哈利,德,"('unknown', 0.701825737953186)"
哈利,德,"('unknown', 0.7889783382415771)"
哈利,德,"('unknown', 0.9759604930877686)"
哈利,海格,"('父母', 0.9593494534492493)"
鲁伯,海格,"('亲戚', 0.5399499535560608)"
哈利,海格,"('父母', 0.9407290816307068)"
波特,德,"('unknown', 0.9896305203437805)"
哈利,德,"('unknown', 0.99638831615448)"
哈利,德,"('unknown', 0.9965136647224426)"
海格,德,"('合作', 0.8393793106079102)"
哈利,德,"('unknown', 0.9426306486129761)"
哈利,海格,"('父母', 0.6664077639579773)"
哈利,海格,"('父母', 0.3953589200973511)"
哈利,张,"('兄弟姐妹', 0.4430987536907196)"
破釜酒吧,德,"('unknown', 0.992130696773529)"
海格,德,"('unknown', 0.973013162612915)"
哈利,德,"('unknown', 0.99810791015625)"
德思礼,海格,"('合作', 0.3760189116001129)"
哈利,海格,"('父母', 0.8119577765464783)"
哈利,德思礼,"('夫妻', 0.5495133399963379)"
哈利,德,"('unknown', 0.9267343878746033)"
哈利,德思礼,"('父母', 0.49186113476753235)"
哈利,海格,"('父母', 0.9782662987709045)"
哈利,德,"('unknown', 0.8610971570014954)"
哈利,德思礼,"('夫妻', 0.9985861778259277)"
弗农,达力,"('unknown', 0.9735287427902222)"
佩妮,达力,"('unknown', 0.9746764898300171)"
哈利,达力,"('unknown', 0.8887979984283447)"
佩妮,弗农,"('unknown', 0.9204928874969482)"
哈利,弗农,"('unknown', 0.998607337474823)"
哈利,佩妮,"('unknown', 0.990806519985199)"
佩妮,德,"('亲戚', 0.902165412902832)"
哈利,张,"('父母', 0.8341497182846069)"
弗农,达力,"('合作', 0.43475887179374695)"
霍格沃茨,德,"('unknown', 0.9877722263336182)"
德思礼,霍格沃茨,"('unknown', 0.9915375709533691)"
达力,德,"('unknown', 0.9990912675857544)"
佩妮,德,"('unknown', 0.9989243149757385)"
哈利,德,"('unknown', 0.9994459748268127)"
达力,德思礼,"('unknown', 0.8036069869995117)"
佩妮,德思礼,"('unknown', 0.9569940567016602)"
哈利,德思礼,"('unknown', 0.5095873475074768)"
佩妮,达力,"('unknown', 0.5449281930923462)"
哈利,达力,"('unknown', 0.9727485775947571)"
哈利,佩妮,"('unknown', 0.770289957523346)"
哈利,弗农,"('合作', 0.9648013114929199)"
哈利,弗农,"('合作', 0.9287258982658386)"
哈利,弗农,"('合作', 0.9031782150268555)"
哈利,霍格沃茨,"('合作', 0.867673397064209)"
乔治,德,"('合作', 0.8130333423614502)"
乔治,弗雷德,"('合作', 0.9911651015281677)"
罗恩,霍格沃茨,"('unknown', 0.5107214450836182)"
哈利,波特,"('父母', 0.8871487379074097)"
乔治,德,"('合作', 0.7316728234291077)"
乔治,弗雷德,"('合作', 0.9899256229400635)"
哈利,P,"('父母', 0.862088680267334)"
哈利,波特,"('unknown', 0.718981921672821)"
哈利,德,"('unknown', 0.5539198517799377)"
哈利,弗雷德,"('unknown', 0.46154698729515076)"
乔治,德,"('unknown', 0.5017497539520264)"
哈利,德,"('unknown', 0.9976010918617249)"
乔治,弗雷德,"('合作', 0.9040057063102722)"
哈利,弗雷德,"('unknown', 0.9933009147644043)"
哈利,乔治,"('unknown', 0.9878135919570923)"
哈利,罗恩,"('合作', 0.824094831943512)"
罗恩,波特,"('unknown', 0.7585676312446594)"
哈利,波特,"('unknown', 0.9800795912742615)"
哈利,罗恩,"('unknown', 0.9703589081764221)"
乔治,德,"('合作', 0.980075478553772)"
乔治,弗雷德,"('合作', 0.9967271089553833)"
哈利,罗恩,"('unknown', 0.7566172480583191)"
查理,比尔,"('夫妻', 0.7955943942070007)"
查理,比尔,"('师生', 0.4854165017604828)"
珀西,德,"('unknown', 0.8549880385398865)"
乔治,德,"('unknown', 0.9937029480934143)"
弗雷德,珀西,"('unknown', 0.6938559412956238)"
乔治,珀西,"('unknown', 0.9629987478256226)"
乔治,弗雷德,"('unknown', 0.9789015650749207)"
比尔,珀西,"('unknown', 0.9922519326210022)"
查理,珀西,"('unknown', 0.9762949347496033)"
查理,比尔,"('unknown', 0.9894891381263733)"
达力,罗恩,"('unknown', 0.9512971043586731)"
哈利,罗恩,"('unknown', 0.7518336772918701)"
哈利,达力,"('unknown', 0.9784178137779236)"
哈利,罗恩,"('unknown', 0.9765075445175171)"
哈利,罗恩,"('夫妻', 0.46972396969795227)"
哈利,罗恩,"('合作', 0.5581139326095581)"
哈利,罗恩,"('unknown', 0.8888177871704102)"
罗恩,张,"('unknown', 0.9926046133041382)"
托勒,张,"('unknown', 0.9971931576728821)"
阿不思,邓布利多,"('师生', 0.9652622938156128)"
霍格沃茨,德,"('unknown', 0.9996066689491272)"
霍格沃茨校长,德,"('unknown', 0.9996066689491272)"
罗恩,德,"('unknown', 0.99379563331604)"
邓布利多,德,"('unknown', 0.9994334578514099)"
阿不思,德,"('unknown', 0.9906871914863586)"
哈利,德,"('unknown', 0.9960455298423767)"
罗恩,霍格沃茨,"('unknown', 0.99379563331604)"
邓布利多,霍格沃茨,"('unknown', 0.9994334578514099)"
阿不思,霍格沃茨,"('unknown', 0.9906871914863586)"
哈利,霍格沃茨,"('unknown', 0.9960455298423767)"
罗恩,霍格沃茨校长,"('unknown', 0.99379563331604)"
邓布利多,霍格沃茨校长,"('unknown', 0.9994334578514099)"
阿不思,霍格沃茨校长,"('unknown', 0.9906871914863586)"
哈利,霍格沃茨校长,"('unknown', 0.9960455298423767)"
邓布利多,罗恩,"('unknown', 0.9987384676933289)"
阿不思,罗恩,"('unknown', 0.9986364245414734)"
哈利,罗恩,"('unknown', 0.9921711683273315)"
阿不思,邓布利多,"('unknown', 0.9786959886550903)"
哈利,邓布利多,"('unknown', 0.9924278855323792)"
哈利,阿不思,"('unknown', 0.979516863822937)"
哈利,邓布利多,"('夫妻', 0.5518062114715576)"
哈利,麻瓜,"('父母', 0.5621182322502136)"
邓布利多,梅林,"('unknown', 0.9970489144325256)"
哈利,罗恩,"('合作', 0.7521030306816101)"
哈利,罗恩,"('合作', 0.9024533629417419)"
哈利,罗恩,"('unknown', 0.8593664765357971)"
罗恩,韦斯莱,"('合作', 0.998123824596405)"
哈利,波特,"('父母', 0.8871487379074097)"
赫敏,纳威,"('unknown', 0.9614405035972595)"
格兰芬多,纳威,"('同门', 0.7058069109916687)"
邓布利多,纳威,"('unknown', 0.9971590042114258)"
拉文克劳,纳威,"('unknown', 0.9994288086891174)"
格兰芬多,赫敏,"('同门', 0.660839855670929)"
邓布利多,赫敏,"('unknown', 0.9881178736686707)"
拉文克劳,赫敏,"('unknown', 0.9797175526618958)"
邓布利多,格兰芬多,"('合作', 0.6885190010070801)"
拉文克劳,格兰芬多,"('师生', 0.5032430291175842)"
拉文克劳,邓布利多,"('unknown', 0.9979633092880249)"
哈利,罗恩,"('unknown', 0.4860052466392517)"
查理,比尔,"('unknown', 0.7429539561271667)"
麻瓜,《预言家日报》,"('合作', 0.369350403547287)"
赫敏,纳威,"('unknown', 0.9687314629554749)"
格兰杰,纳威,"('unknown', 0.9406496286392212)"
格兰杰,赫敏,"('合作', 0.42789843678474426)"
哈利,波特,"('父母', 0.9525856971740723)"
马尔福,德,"('unknown', 0.9956856966018677)"
哈利,德,"('unknown', 0.9995146989822388)"
德拉科,马尔福,"('unknown', 0.9783357977867126)"
哈利,马尔福,"('unknown', 0.998579740524292)"
哈利,德拉科,"('unknown', 0.9988263249397278)"
马尔福,德,"('合作', 0.7095186114311218)"
德拉科,马尔福,"('师生', 0.5104457139968872)"
哈利,波特,"('夫妻', 0.5194015502929688)"
马尔福,德,"('合作', 0.5658538937568665)"
德拉科,马尔福,"('合作', 0.47429290413856506)"
韦斯莱,海格,"('合作', 0.9963298439979553)"
哈利,罗恩,"('夫妻', 0.5387925505638123)"
罗恩,克拉布,"('unknown', 0.9937083721160889)"
哈利,克拉布,"('unknown', 0.9913702011108398)"
哈利,罗恩,"('unknown', 0.9931848645210266)"
马尔福,克拉布,"('unknown', 0.6060438752174377)"
格兰杰,赫敏,"('合作', 0.6885725259780884)"
哈利,罗恩,"('合作', 0.8587650060653687)"
罗恩,马尔福,"('unknown', 0.7986673712730408)"
哈利,马尔福,"('unknown', 0.9950708150863647)"
哈利,罗恩,"('unknown', 0.9926882982254028)"
哈利,罗恩,"('合作', 0.8172857761383057)"
罗恩,张,"('unknown', 0.9983367919921875)"
